event eta phi energy
0 -1.6 0.3 1e-08
0 -1.7 0.6 1e-08
0 2.4 0.2 1e-08
0 0.1 2.4 1e-08
0 -3 -0.7 1e-08
0 0 -0.2 1e-08
0 0 -0.6 1e-08
0 1.2 1.1 1e-08
0 -1.2 2.7 1e-08
0 1.6 -3.1 1e-08
0 1.8 0.3 1e-08
0 2.7 -1.4 1e-08
0 0.4 -1.1 1e-08
0 2.6 -0.1 1e-08
0 0.3 1.4 1e-08
0 -0.2 -2.6 1e-08
0 1.1 1.5 1e-08
0 0.8 2.2 1e-08
0 -0.6 -0.5 1e-08
0 1.8 1.5 1e-08
0 2.5 2.6 1e-08
0 1.8 -0.6 1e-08
0 1.2 0.7 1e-08
0 1 -0.4 1e-08
0 -3 2.8 1e-08
0 0.3 2.5 1e-08
0 2.8 -2.9 1e-08
0 1.3 2.7 1e-08
0 -0.4 -0.6 1e-08
0 1.3 2.4 1e-08
0 1.1 3.1 1e-08
0 0.9 2.4 1e-08
0 1.6 -0.5 1e-08
0 0.6 1.4 1e-08
0 0.8 -1.3 1e-08
0 -0.6 2.4 1e-08
0 -2.2 -2 1e-08
0 2.4 0.7 1e-08
0 0.6 -2.2 1e-08
0 -2.9 -0.3 1e-08
0 1 -0.9 1e-08
0 1.4 0.6 1e-08
0 0 -0.3 1e-08
0 -1.9 -1.8 1e-08
0 0.4 0.9 1e-08
0 -0.1 -1.9 1e-08
0 0.6 0.8 1e-08
0 0.7 -2 1e-08
0 0.9 -1.7 1e-08
0 1.1 1.6 1e-08
0 -0.2 0.6 1e-08
0 -0.2 3 1e-08
0 0.7 -3.1 1e-08
0 1.7 1.2 1e-08
0 -0.7 -0.5 1e-08
0 2.1 2.5 1e-08
1 2.7 1.4 163.699
1 2.6 1.3 92.3317
1 2.5 1.3 11.3104
1 2.5 1.4 78.0933
1 2.6 1.7 91.6196
1 2.6 1.2 44.4053
1 2.8 1.3 16.765
1 2.7 1.3 23.7024
1 2.4 1.4 33.45
1 2.7 1.2 31.0621
1 2.4 1.2 67.5693
1 2.6 1.4 1.34438
1 2.6 1.5 13.414
1 2.7 1.1 0.22293
1 2.6 1.1 37.6855
1 2.5 1.2 40.9988
1 2.5 1.5 22.9311
1 2.9 1.2 41.2294
1 2.2 1.2 61.3622
1 2.7 1.5 39.753
1 2.5 1.1 65.7273
1 2.5 1 54.5026
1 2.4 1.3 71.9384
1 2.8 1.2 73.6636
1 2.3 1.2 56.9695
1 2.9 1.3 7.37883
1 2.6 0.9 17.7855
1 2.7 1 50.3827
1 2.9 1.7 104.84
1 3 1.7 96.9785
1 2.8 1.5 56.9496
1 3 1.5 19.487
1 3.1 1.6 39.5796
1 3 1.9 54.9257
1 2.9 1.8 78.4355
1 3.1 1.7 51.2233
1 2.9 1.6 40.1925
1 3 1.4 70.8684
1 3.1 1.5 37.2389
1 2.8 1.7 41.5602
1 3 1.6 65.1548
1 2.8 1.6 8.73765
1 3.1 1.8 29.4656
1 2.5 1.7 33.1895
1 2.8 1.8 30.7652
1 2.9 1.5 38.4266
1 3.2 1.7 5.57051
1 3.1 1.4 19.4003
1 3.1 1.9 60.338
1 2.7 1.6 40.1868
1 3.2 1.6 46.4913
1 3.2 1.9 51.1816
1 3.1 2 8.20211
1 2.7 1.7 44.227
1 2.7 1.8 20.3818
1 3 1.8 69.7826
1 2.9 1.9 35.0083
1 3.3 1.6 70.6924
1 2.8 1.4 64.9241
1 2.9 2 65.647
1 2.6 1.6 5.06493
1 0.6 2.5 1e-08
1 -2.4 1 1e-08
1 -0.8 -1.6 1e-08
1 -1.8 1.6 1e-08
1 0.7 -2.5 1e-08
1 1.5 0.9 1e-08
1 -0.7 -1.5 1e-08
1 2.5 1.8 1e-08
1 -1.1 1.6 1e-08
1 -0.9 -0.3 1e-08
1 -0.4 1 1e-08
1 -0.2 -0.1 1e-08
1 0.9 2.9 1e-08
1 1.3 1.6 1e-08
1 -0.2 -2.5 1e-08
1 -1.3 0.6 1e-08
1 0.4 -2.2 1e-08
1 0.8 -0.1 1e-08
1 -1.2 -2.7 1e-08
1 -0.6 -1.3 1e-08
1 2.6 -2.4 1e-08
1 0.6 2.7 1e-08
1 2.9 -0.2 1e-08
1 2.7 2.1 1e-08
1 -2.2 0.8 1e-08
1 -1.9 1.6 1e-08
1 -2.9 -0.9 1e-08
1 -1.8 0.2 1e-08
1 -0.1 -0.7 1e-08
1 -2.9 -2.8 1e-08
1 2.9 -2.7 1e-08
1 1.5 -0.5 1e-08
1 0.4 0.1 1e-08
1 0 0.9 1e-08
1 0.4 -0.2 1e-08
1 1.9 1.2 1e-08
1 3 0.5 1e-08
1 2.8 0.1 1e-08
1 -2.8 -1.3 1e-08
1 1.9 0.3 1e-08
1 0.4 -2.6 1e-08
1 -2.2 0.2 1e-08
1 0.2 2.8 1e-08
1 0 2.7 1e-08
1 -1 -3.1 1e-08
1 -2.3 -1.5 1e-08
1 -0.6 2.6 1e-08
1 -1.7 -2.6 1e-08
1 -0.9 0.5 1e-08
1 -2.4 1.9 1e-08
1 2.1 -0.3 1e-08
1 1.5 -1.8 1e-08
1 -1.8 -1.3 1e-08
1 -0.3 0 1e-08
1 2.8 -0.9 1e-08
1 3 2.2 1e-08
1 -3 -1.3 1e-08
1 -3 2 1e-08
1 2 -0.6 1e-08
1 -1.3 2.6 1e-08
1 -1.4 0 1e-08
1 -2.2 3.1 1e-08
1 -0.5 2.9 1e-08
1 -1.7 -1 1e-08
1 1.3 -1.4 1e-08
1 -1.2 1 1e-08
1 2.9 2.1 1e-08
1 1.4 0.7 1e-08
1 0.4 -2.4 1e-08
1 1.7 -1.9 1e-08
1 -1.1 2.4 1e-08
1 -1.4 2 1e-08
1 -2.8 1.6 1e-08
1 2.9 -0.5 1e-08
1 -0.4 -0.3 1e-08
1 -2.4 -0.9 1e-08
1 1 1 1e-08
1 -2.3 -0.8 1e-08
1 2.6 0.3 1e-08
1 0.6 1.8 1e-08
1 2.2 -1.1 1e-08
1 -0.2 3.1 1e-08
1 -0.7 2.1 1e-08
1 -2.6 2.3 1e-08
1 -2.8 -1.3 1e-08
1 0.3 0.4 1e-08
1 0.1 2.7 1e-08
1 2.2 0.1 1e-08
1 0.6 2.6 1e-08
1 -1.7 -2.8 1e-08
1 -2.3 -3.1 1e-08
1 2.4 -1.3 1e-08
1 -1.7 2.1 1e-08
1 0.5 -2.1 1e-08
1 -0.6 0.7 1e-08
1 0.3 2.5 1e-08
1 0.9 0.7 1e-08
1 1.4 1.2 1e-08
1 1.3 -2.5 1e-08
1 -1.7 -1 1e-08
1 -2.8 2.8 1e-08
1 0.5 2.7 1e-08
1 -0.7 2.1 1e-08
1 1.1 1.7 1e-08
1 2.4 2.6 1e-08
1 2.3 2.7 1e-08
1 2.2 -2.7 1e-08
1 -1.1 2.9 1e-08
1 2.6 2.9 1e-08
1 -1.2 -2.9 1e-08
1 -0.3 3 1e-08
1 -1.9 2.7 1e-08
1 0.4 -1 1e-08
1 1.3 -1 1e-08
1 2.3 3.1 1e-08
1 -0.5 1.3 1e-08
1 -0.6 0.6 1e-08
1 1.2 0.2 1e-08
1 -2.4 -2.2 1e-08
1 -1.8 0.1 1e-08
1 -1.4 -2.6 1e-08
1 -1.5 -1.3 1e-08
1 1.2 0.5 1e-08
1 -2.7 2.4 1e-08
1 0.5 0.6 1e-08
1 1.5 -2.4 1e-08
1 -0.7 -3.1 1e-08
1 0.8 -1.3 1e-08
1 -1.9 -0.7 1e-08
1 -2.9 0.7 1e-08
1 2.8 -3.1 1e-08
1 2.9 -1 1e-08
1 0.5 1.7 1e-08
1 -2 -0.2 1e-08
1 2.9 -1.4 1e-08
1 0.7 0.6 1e-08
1 -0.6 2.7 1e-08
1 -2.7 2.1 1e-08
1 -1.1 -1.9 1e-08
1 0.3 -1 1e-08
1 -1.3 -1.4 1e-08
1 0.5 -0.8 1e-08
1 2.2 0.4 1e-08
1 1.7 -1.4 1e-08
1 2.2 2.8 1e-08
1 1.3 1.5 1e-08
1 0.7 -0.9 1e-08
1 0.6 2.4 1e-08
1 -2.6 -0.3 1e-08
1 -2 2.6 1e-08
1 0.1 2.3 1e-08
1 3 -1.4 1e-08
1 -2.8 0.9 1e-08
1 1.9 -2.3 1e-08
1 -1.3 -0.6 1e-08
1 -1 -2 1e-08
1 -1.4 -0.7 1e-08
1 -2.3 -2.7 1e-08
1 2 -2.2 1e-08
1 0.8 -1 1e-08
1 -2.7 2.7 1e-08
1 0 1.4 1e-08
1 0.3 0.3 1e-08
1 -0.4 -2.8 1e-08
1 2.2 -1 1e-08
1 0.1 -1.6 1e-08
1 2.7 2.1 1e-08
1 -2.5 -1.8 1e-08
1 2.7 0 1e-08
1 2.4 2.7 1e-08
1 -1.2 -0.6 1e-08
1 -0.9 1.9 1e-08
1 0.8 2.2 1e-08
1 -0.5 0 1e-08
1 -1 -1.1 1e-08
1 -2.2 0 1e-08
1 0.5 -2.3 1e-08
1 -0.5 -2.9 1e-08
1 -1.9 -1.2 1e-08
1 -1.8 -0.1 1e-08
1 0.7 -0.9 1e-08
1 1.6 -0.4 1e-08
1 -1.4 -2.3 1e-08
1 -3 1.2 1e-08
1 2.6 -0.1 1e-08
1 -2.1 2 1e-08
1 -2.9 0.8 1e-08
1 1.4 0.6 1e-08
1 -2.6 -1.9 1e-08
1 -0.5 2.4 1e-08
1 -2.3 1.5 1e-08
1 -2.5 -1.8 1e-08
1 2.4 0.9 1e-08
1 2 -2.8 1e-08
1 2.9 -2.8 1e-08
1 2.9 -0.4 1e-08
1 2.5 -0.7 1e-08
1 0.5 1.1 1e-08
1 2.2 -1 1e-08
1 -0.1 -1.6 1e-08
1 0.3 -2.6 1e-08
1 -2.3 -2.4 1e-08
1 0.2 3.1 1e-08
1 -1.8 2.1 1e-08
1 -2.5 1.5 1e-08
1 2.6 2.3 1e-08
1 0.9 -2.8 1e-08
1 -2.1 1.8 1e-08
1 -0.2 -1.4 1e-08
1 -0.2 3 1e-08
1 0.3 2.8 1e-08
1 1.9 -0.7 1e-08
1 -1.6 1.9 1e-08
1 1.9 0.9 1e-08
1 0.3 2.4 1e-08
1 -1 -2.2 1e-08
1 -2.5 -1.7 1e-08
1 1.9 -0.5 1e-08
1 1.9 -2 1e-08
1 2.5 -0.5 1e-08
1 2.6 -1 1e-08
1 1 -0.4 1e-08
1 0 -2.3 1e-08
1 -1.8 2.2 1e-08
1 0.6 0.7 1e-08
1 1.8 1.1 1e-08
1 2.3 3 1e-08
1 -1.5 -1.3 1e-08
1 -0.5 2.1 1e-08
1 -2 -1 1e-08
1 -0.8 3.1 1e-08
1 -1.3 -3 1e-08
1 -0.8 -2.1 1e-08
1 2.8 -3 1e-08
1 0.3 1.9 1e-08
1 0.7 -3.1 1e-08
1 1.5 -2.7 1e-08
1 1.8 0.8 1e-08
1 -0.6 1.6 1e-08
1 -2.2 1.5 1e-08
1 -2.3 2 1e-08
1 2.3 2 1e-08
1 -2.7 -0.1 1e-08
1 0.4 0.3 1e-08
1 -2.8 1 1e-08
1 -1.1 1.1 1e-08
1 -0.1 -1 1e-08
1 -0.3 -1.7 1e-08
1 -1.7 -2.5 1e-08
1 -0.4 -3.1 1e-08
1 0.3 0.2 1e-08
1 -2.7 2.8 1e-08
1 1.3 -0.2 1e-08
1 2.8 -2.5 1e-08
1 -1.8 -1 1e-08
1 -1.4 -0.9 1e-08
1 1.8 0.2 1e-08
1 -0.6 2.1 1e-08
1 2.1 1.7 1e-08
1 0.6 -2.4 1e-08
1 1.2 2.2 1e-08
1 -0.3 0.1 1e-08
1 -1.4 -2.7 1e-08
1 3 -1 1e-08
1 -2.1 -2.1 1e-08
1 1.5 1.4 1e-08
1 1.2 -1.4 1e-08
1 1.3 -2 1e-08
1 2.1 -1.2 1e-08
1 -1.2 2 1e-08
1 0.3 -2.7 1e-08
1 -1 -1.5 1e-08
1 0.5 0 1e-08
1 -0.4 0.3 1e-08
1 0 -0.8 1e-08
1 -2.5 -0.1 1e-08
1 -0.1 -2.2 1e-08
1 0.8 -2.3 1e-08
1 -1.4 -2.7 1e-08
1 -1.8 2.3 1e-08
1 -0.3 1.5 1e-08
1 -0.2 2.7 1e-08
1 -1.2 0.3 1e-08
1 2.5 -0.2 1e-08
1 2.2 1.7 1e-08
1 -0.3 -0.2 1e-08
1 2.1 1.1 1e-08
1 0.6 -2.4 1e-08
1 -2.6 -1.8 1e-08
1 0.3 0.8 1e-08
1 0.9 0 1e-08
1 0.9 -1 1e-08
1 -2 -1.2 1e-08
1 -2.9 -2.7 1e-08
1 -3 -1.8 1e-08
1 -1.5 -1.5 1e-08
1 -2 1.8 1e-08
1 -1.3 -3.1 1e-08
1 -0.3 2.6 1e-08
1 1.3 -2.7 1e-08
1 -2.2 0.5 1e-08
1 -1.2 -3.1 1e-08
1 -2.4 -2.8 1e-08
1 0.3 1.2 1e-08
1 -1.8 -0.8 1e-08
1 2.6 2.6 1e-08
1 -2.7 0.4 1e-08
1 0.4 2.9 1e-08
1 0.7 -2.6 1e-08
1 -3 2.7 1e-08
1 -2.8 -0.6 1e-08
1 0 1.8 1e-08
1 2.7 -1 1e-08
1 1.8 -2.3 1e-08
1 -2.2 -0.2 1e-08
1 -1.4 -2.7 1e-08
1 1.7 0.5 1e-08
1 2.8 -0.7 1e-08
1 -0.5 -2.6 1e-08
1 2 0.3 1e-08
1 -2.9 -2.3 1e-08
1 -2.1 -0.6 1e-08
1 -1.5 -0.8 1e-08
1 -2 -2.5 1e-08
1 -2.1 2 1e-08
1 -2.4 -2.1 1e-08
1 1.3 -0.9 1e-08
1 0.6 1.8 1e-08
1 2.4 0.5 1e-08
1 2.4 -0.8 1e-08
1 -0.8 0.8 1e-08
1 1 3.1 1e-08
1 0.9 0.6 1e-08
1 1.2 1.8 1e-08
1 1 -0.2 1e-08
1 0.2 0.6 1e-08
1 0.5 0.9 1e-08
1 3 -0.8 1e-08
1 2.5 3 1e-08
1 -0.2 -0.3 1e-08
1 -2.4 2.6 1e-08
1 -0.5 -2.4 1e-08
1 -2.9 2.3 1e-08
1 0.6 1.6 1e-08
1 -0.1 -3.1 1e-08
1 2.1 1.8 1e-08
1 -1.6 -0.2 1e-08
1 0.2 0.8 1e-08
1 -1.8 1.8 1e-08
1 0.9 1.3 1e-08
1 -1.1 0.4 1e-08
1 -0.8 -0.7 1e-08
1 1.1 -2.5 1e-08
1 -0.6 2.2 1e-08
1 1.1 0.6 1e-08
1 0.7 0.8 1e-08
1 1.8 1.2 1e-08
1 -1.2 -1.5 1e-08
1 0.2 2.1 1e-08
1 -2.5 2.4 1e-08
1 2 -1.5 1e-08
1 -1.3 2.4 1e-08
1 0.6 0.3 1e-08
1 1.3 -1.7 1e-08
1 1 1.1 1e-08
1 1.1 -0.7 1e-08
1 2.7 -2.4 1e-08
1 1.7 2 1e-08
1 -2.4 2.7 1e-08
1 0 -2.8 1e-08
1 -2.5 1.8 1e-08
1 -2 1.4 1e-08
1 -0.7 -0.4 1e-08
1 -1.9 0.4 1e-08
1 -0.6 1.6 1e-08
1 -1.5 2 1e-08
1 -0.3 0.3 1e-08
1 1.5 -1.9 1e-08
1 2.4 2.3 1e-08
1 -0.9 -0.1 1e-08
1 1.7 1.5 1e-08
1 -2.1 1.1 1e-08
1 2.9 0.3 1e-08
1 1.1 3 1e-08
1 -2.4 1.4 1e-08
1 -2.9 -0.7 1e-08
1 -2.9 -1.9 1e-08
1 2.5 2 1e-08
1 -2.5 -2.6 1e-08
1 0.1 0.6 1e-08
1 0.2 2.4 1e-08
1 -1.5 -1.9 1e-08
1 -2.2 -3 1e-08
1 1.5 -2.1 1e-08
1 -1.6 1.3 1e-08
1 -0.7 -1.1 1e-08
1 0.1 -0.6 1e-08
1 2.2 2.9 1e-08
1 -2.3 -0.1 1e-08
1 1.2 -2.3 1e-08
1 -2.1 1.6 1e-08
1 1.8 1.4 1e-08
1 -1.4 -2.8 1e-08
1 -0.5 0.7 1e-08
1 0.4 1 1e-08
1 -0.8 -1.4 1e-08
1 2 -1.8 1e-08
1 2.7 3.1 1e-08
1 2.2 -0.7 1e-08
1 -1.5 -1.6 1e-08
1 2.9 -0.4 1e-08
1 -2 -2.2 1e-08
1 -1.8 2.1 1e-08
1 -2.8 1.1 1e-08
1 -0.1 -3 1e-08
1 0.7 2.3 1e-08
1 -1.9 -2.7 1e-08
1 -1.4 -2.1 1e-08
1 2.5 -3.1 1e-08
1 2 0.2 1e-08
1 -1.4 -0.6 1e-08
1 2.7 -0.8 1e-08
1 -1.6 -2.1 1e-08
1 1.2 -2.2 1e-08
1 2.3 1.9 1e-08
1 -0.7 -2.6 1e-08
1 0.8 2.8 1e-08
1 -2.6 -2.4 1e-08
1 -0.2 3.1 1e-08
1 2.3 1 1e-08
1 1.7 -1.4 1e-08
1 -0.9 -2.9 1e-08
1 2.6 0.1 1e-08
1 2.2 2.2 1e-08
1 1.6 -2 1e-08
1 0.7 -1.3 1e-08
1 -0.6 0.8 1e-08
1 -2.5 0 1e-08
1 1.4 3.1 1e-08
1 -0.4 0.7 1e-08
1 -1.8 -1.4 1e-08
1 2.4 0.3 1e-08
1 1.8 -2.7 1e-08
1 2.2 -2 1e-08
1 -0.2 3.1 1e-08
1 -1.4 -0.3 1e-08
1 0.5 -0.3 1e-08
1 -1.9 -1.9 1e-08
1 0 -2 1e-08
1 0.3 0 1e-08
1 -0.6 -3.1 1e-08
1 2.2 2.2 1e-08
1 2.2 -0.3 1e-08
1 2.1 1.5 1e-08
1 2.2 3 1e-08
1 -1.9 -0.6 1e-08
1 -0.4 3.1 1e-08
1 0.2 0.4 1e-08
1 0.6 1.9 1e-08
1 -1.6 1 1e-08
1 -1.4 0.7 1e-08
1 -1.3 -2.8 1e-08
1 1.2 -2.4 1e-08
1 0.3 -0.3 1e-08
1 -0.6 2.5 1e-08
1 0.1 -2.8 1e-08
1 -2 -1.8 1e-08
1 1.5 -0.2 1e-08
1 -2.1 3.1 1e-08
1 -2 -2.2 1e-08
1 2.1 -1.6 1e-08
1 0.4 0.6 1e-08
1 -1.3 -1 1e-08
1 -0.6 3.1 1e-08
1 -1.2 1.4 1e-08
1 0.3 -0.3 1e-08
1 -1.9 -1.7 1e-08
1 -2.5 -0.1 1e-08
1 3 -0.9 1e-08
1 0.1 -1.7 1e-08
1 2.9 2.8 1e-08
1 2.7 0.4 1e-08
1 2.3 0.1 1e-08
1 0.3 -3.1 1e-08
1 0.6 1.9 1e-08
1 0.2 -2.2 1e-08
1 0.6 1.7 1e-08
1 1.4 -1.2 1e-08
1 -1.6 0.2 1e-08
1 -2.7 -2.2 1e-08
1 -0.7 2.9 1e-08
1 -2.1 1.8 1e-08
1 -1.5 0.8 1e-08
1 -0.9 2.1 1e-08
1 -2.4 0.4 1e-08
1 -2.2 -0.9 1e-08
1 -2.2 1.3 1e-08
1 -2.3 -2.3 1e-08
1 -2.2 0.1 1e-08
1 2.5 0.5 1e-08
1 0.7 -2 1e-08
1 2.2 -0.3 1e-08
1 -1.3 1.1 1e-08
1 -0.9 -0.4 1e-08
1 -0.5 3 1e-08
1 0.1 -0.8 1e-08
1 0.9 0.4 1e-08
1 0.8 0 1e-08
1 -1 -1.3 1e-08
1 -2.9 -2.4 1e-08
1 -0.7 3 1e-08
1 -2.5 2.7 1e-08
1 -1.4 -0.5 1e-08
1 0.4 2.9 1e-08
1 2.8 -1.3 1e-08
1 0.2 0.4 1e-08
1 2.3 3.1 1e-08
1 -0.6 2.5 1e-08
1 0.2 -0.1 1e-08
1 3 -0.4 1e-08
1 -1.6 -2 1e-08
1 -2.8 -3 1e-08
1 2 -3 1e-08
1 0.9 -1.6 1e-08
1 -1 -0.9 1e-08
1 0.5 1.3 1e-08
1 -2.5 3.1 1e-08
1 2.2 -2.9 1e-08
1 -3 1.2 1e-08
1 2.1 0.9 1e-08
1 3 -2 1e-08
1 -0.5 3 1e-08
1 2.7 -2.7 1e-08
1 -2.1 -2.5 1e-08
1 1.6 3.1 1e-08
1 -3 -0.7 1e-08
1 1.7 -0.7 1e-08
1 2.6 -1 1e-08
1 -1.8 1.4 1e-08
1 -1.1 2.2 1e-08
1 -0.1 2.4 1e-08
1 -1.6 0.6 1e-08
1 -0.5 -0.1 1e-08
1 -0.8 0.9 1e-08
1 -2.4 2.6 1e-08
1 0.8 -2.4 1e-08
1 1.1 0.3 1e-08
1 0.1 1.8 1e-08
1 -2 1.8 1e-08
1 -2.7 2.4 1e-08
1 -1.5 1.2 1e-08
1 2.2 -0.2 1e-08
1 -2 -2.7 1e-08
1 -1 2.7 1e-08
1 1 -2.1 1e-08
1 1.8 -1 1e-08
1 -2.3 -2.4 1e-08
1 0.6 1 1e-08
1 -1.2 1.9 1e-08
1 -2 1.5 1e-08
1 -2.5 -0.2 1e-08
1 -0.5 -2.3 1e-08
1 1.7 -1.6 1e-08
1 2.7 3.1 1e-08
1 -1 2.3 1e-08
1 -1.9 0.4 1e-08
1 -1.6 0.5 1e-08
1 -0.7 -1.5 1e-08
1 -0.2 2.9 1e-08
1 -2.1 2.1 1e-08
1 0.9 -1.6 1e-08
1 2.3 -2.1 1e-08
1 0.2 0.1 1e-08
1 -0.7 -0.7 1e-08
1 -2.2 -1.6 1e-08
1 0.6 3 1e-08
1 -2.2 0.4 1e-08
1 0.3 -0.1 1e-08
1 0.4 1.4 1e-08
1 0.6 -0.7 1e-08
1 1.5 0.4 1e-08
1 -2.9 -0.3 1e-08
1 2.7 -2 1e-08
1 2.4 2.5 1e-08
1 1.7 2.3 1e-08
1 -0.5 -2.9 1e-08
1 2.7 -1.1 1e-08
1 1.1 2.1 1e-08
1 2.4 2.9 1e-08
1 1.1 1.7 1e-08
1 -0.2 -0.6 1e-08
1 -0.1 -0.4 1e-08
1 -2.9 0.3 1e-08
1 -0.4 1.2 1e-08
1 -1.9 2.7 1e-08
1 0.7 2.1 1e-08
1 2.3 -3 1e-08
1 -0.5 0.8 1e-08
1 -2 -0.7 1e-08
1 2.6 2 1e-08
1 -0.2 0.5 1e-08
1 -1.2 -3.1 1e-08
1 2.2 1.1 1e-08
1 0.9 -0.9 1e-08
1 -1.2 0.3 1e-08
1 -2.2 0.2 1e-08
1 -0.5 -1.8 1e-08
1 -2.4 -2.2 1e-08
1 0 2.5 1e-08
1 0.9 1.1 1e-08
1 0.5 -3 1e-08
1 -2.6 -2.9 1e-08
1 -0.1 1.5 1e-08
1 -2.2 2 1e-08
1 1.5 1.3 1e-08
1 2.7 2.5 1e-08
1 0.7 0.9 1e-08
1 0 -2.1 1e-08
1 0.8 1.9 1e-08
1 0.4 2.5 1e-08
1 -0.1 -1.1 1e-08
1 -0.1 -2.5 1e-08
1 -1.1 0.1 1e-08
1 2.5 2.8 1e-08
1 -1.3 0.2 1e-08
1 -1 2.1 1e-08
1 2.2 -2.2 1e-08
1 1.1 -1 1e-08
1 1 0.5 1e-08
1 1.1 -2.5 1e-08
1 -1.4 1.5 1e-08
1 -1.9 0.6 1e-08
1 -2.6 -2.7 1e-08
1 -1.2 -2 1e-08
1 -2.6 1.8 1e-08
1 -0.4 -0.8 1e-08
1 2.2 3 1e-08
1 2 -1.7 1e-08
1 -0.9 -1.6 1e-08
1 0.7 -3.1 1e-08
1 1.1 1 1e-08
1 -0.7 0.5 1e-08
1 -1.1 1.5 1e-08
1 -1.8 -3 1e-08
1 2.2 -1.7 1e-08
1 -1.8 -1.9 1e-08
1 -1.6 1.6 1e-08
1 2.7 -3 1e-08
1 2 1.8 1e-08
1 -1.1 1.2 1e-08
1 -2 -2.3 1e-08
1 -0.6 2.8 1e-08
1 -1.7 0.7 1e-08
1 -0.9 1.5 1e-08
1 -1.2 -1.9 1e-08
1 2.8 0.3 1e-08
1 -2.5 1.8 1e-08
1 -2.2 -2.7 1e-08
1 -2.6 -2.2 1e-08
1 0.8 3.1 1e-08
1 1.8 -1.6 1e-08
1 1.1 1.5 1e-08
1 0.8 1.9 1e-08
1 1.4 -1.4 1e-08
1 -2.6 -0.4 1e-08
1 -2.7 -1.9 1e-08
1 -0.2 -2.3 1e-08
1 -2.9 -2.9 1e-08
1 -2.1 -2.4 1e-08
1 -0.4 -2.1 1e-08
1 0.7 0.3 1e-08
1 1.8 2.2 1e-08
1 -2.1 2.3 1e-08
1 -1.9 2 1e-08
1 -1.7 -1.2 1e-08
1 -0.3 2.5 1e-08
1 -1.3 -2.8 1e-08
1 -0.8 2.2 1e-08
1 -0.4 2 1e-08
1 -2.1 1.1 1e-08
1 0.7 1.6 1e-08
1 -0.6 -2.9 1e-08
1 2.3 -3.1 1e-08
1 2.8 -0.5 1e-08
1 -1.1 -0.4 1e-08
1 0.5 -2.9 1e-08
1 0.3 -2.9 1e-08
1 0.3 -3 1e-08
1 -1.7 2.7 1e-08
1 -2 1.9 1e-08
1 -2.6 -2.4 1e-08
1 -0.4 -0.3 1e-08
1 -0.2 -2.2 1e-08
1 -2.8 1 1e-08
1 0.1 0.9 1e-08
1 0.4 2.4 1e-08
1 -1.8 -2.9 1e-08
1 -2 -0.1 1e-08
1 2.9 2.9 1e-08
1 0.6 0.1 1e-08
1 0.1 -1.8 1e-08
1 -0.9 -2.8 1e-08
1 0.7 1.6 1e-08
1 3 -0.4 1e-08
1 1.3 -1.7 1e-08
1 2.5 1.8 1e-08
1 2.2 -0.9 1e-08
1 1.8 1.6 1e-08
1 2.3 -1.6 1e-08
1 -0.7 -2.3 1e-08
1 -3 -1.6 1e-08
1 -2.1 0.7 1e-08
1 -2.6 2.6 1e-08
1 -1.2 1.4 1e-08
1 -1 2.3 1e-08
1 2.2 -0.6 1e-08
1 -2.8 3.1 1e-08
1 -1.2 -0.1 1e-08
1 -0.8 -0.9 1e-08
1 -1.2 -1.8 1e-08
1 -2.1 -3.1 1e-08
1 -0.4 0.5 1e-08
1 -2.6 -1.1 1e-08
1 -2 0.9 1e-08
1 -1.9 3 1e-08
1 1.9 1.1 1e-08
1 -0.4 -3.1 1e-08
1 -2.4 -3 1e-08
1 2 2.4 1e-08
1 -1.3 -1.4 1e-08
1 -1.1 1.4 1e-08
1 -0.7 1.5 1e-08
1 -1 -1.9 1e-08
1 -1.2 -1.3 1e-08
1 2 -1 1e-08
1 -1 1.6 1e-08
1 2 -2.7 1e-08
1 2.2 -1.7 1e-08
1 1.8 -1.2 1e-08
1 -0.6 -2.6 1e-08
1 -1.5 -0.3 1e-08
1 -1.8 -0.2 1e-08
1 -2.3 0 1e-08
1 0.4 0.2 1e-08
1 -1.5 2.9 1e-08
1 2.8 -2.5 1e-08
1 -0.6 1 1e-08
1 0.1 0.9 1e-08
1 -1.6 -0.4 1e-08
1 -2.7 1.5 1e-08
1 0.4 1.8 1e-08
1 3 -2.7 1e-08
1 0.1 1.6 1e-08
1 0.5 2.7 1e-08
1 0.5 -1.2 1e-08
1 -2.2 -0.8 1e-08
1 2.5 -1.8 1e-08
1 1 -0.4 1e-08
1 0.8 0.4 1e-08
1 1.8 -3.1 1e-08
1 0.9 1.2 1e-08
1 0.8 -2.1 1e-08
1 -2.4 -2.4 1e-08
1 2.5 -2.4 1e-08
1 1.9 -2.5 1e-08
1 0.5 -0.6 1e-08
1 -1.3 0.6 1e-08
1 -1.8 -2.8 1e-08
1 2.5 -1.2 1e-08
1 -1.1 3 1e-08
1 2.6 -2.2 1e-08
1 -1.1 -1.7 1e-08
1 -2.7 1.6 1e-08
1 -2.9 3 1e-08
1 -0.4 0.8 1e-08
1 -3 -2.8 1e-08
1 -1 0.2 1e-08
1 -0.1 -2.9 1e-08
1 -0.5 1.3 1e-08
1 -1.5 -0.9 1e-08
1 -0.1 -1.8 1e-08
1 0.9 -2.5 1e-08
1 -1.2 0.3 1e-08
1 -2.1 -1.1 1e-08
1 1.1 -2.2 1e-08
1 1.8 -3.1 1e-08
